Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,Transfers and subsidies,Government investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year, Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to Trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
2016,MNG,Mongolia,7.34,47,2,5.37,7.09,10,10,8,9,6.88,7.67,3.28,3.77,4.42,8.33,6.67,5.79,9.11,5.31,6.74,5.55,9.39,8.27,9.89,10,9.39,9.05,8.96,9.06,9.02,5,2.59,3.8,10,4.57,6.15,2.54,4.42,6.81,,6.88,10,8.44,8.9,4.57,8.18,6,9.25,3,6.65,3.69,6.67,9.67,2.91,8.68,8.5,6.69,7.26
2016,MOZ,Mozambique,5.6,148,4,3.44,9.37,2,7,5,6,5.86,5.33,3.15,2.75,4.49,6.67,5,0,7.57,3.04,3.99,3.97,7.37,8.48,8.01,5,7.21,8.89,7.98,7.05,7.97,4.49,6.46,5.47,10,5.57,0,0.89,2.15,6.4,10,0,9,6.33,3.33,3.96,5.5,6,0,0,3.13,3.6,2.44,9.2,2.72,8.98,7.76,5.78,5.08
2016,MRT,Mauritania,6.14,127,4,3.99,,7,6,6,6,6.75,5.93,3.09,1.96,2.61,4.6,,6.27,7.56,5.25,5.68,3.72,9.49,8.41,9.7,5,8.15,,7.6,7.17,7.38,1.95,5.56,3.75,10,3.53,3.33,1,2.62,5.94,10,8.52,9,9.17,4.43,3.84,6.18,8,7.94,5,5.9,3.41,2.44,9.61,2.74,9.22,6.97,5.73,6.93
2016,MUS,Mauritius,8,10,1,6.68,8.53,6,10,8,9,8.21,7.68,6.58,5.68,6.48,8.8,,5.03,9.48,5.97,6.78,6.76,8.93,9.62,9.8,10,9.59,9.79,9.8,8.64,9.41,6.26,8.23,7.25,10,6.51,4.62,10,7.04,8.43,8,7.9,10,8.63,6.67,5.56,5.91,10,0,10,6.36,4.38,8.89,9.81,4.82,9.32,8.3,7.59,7.53
2016,MWI,Malawi,5.95,136,4,7.84,9.37,2,8,4,6,6.9,6.42,5.15,3.67,4.83,5.83,4.17,2.33,8.17,4.66,4.42,4.67,7.2,8.62,5.66,5,6.62,8.85,7.52,5.83,7.4,5.75,5.02,5.39,6.64,6.01,1.54,7.08,4.88,6.08,10,0,6,5.33,4.43,4.35,6.7,10,5.68,10,6.86,4.27,2.67,8.35,2.81,8.4,8.01,5.75,5.98
2016,MYS,Malaysia,7.31,53,2,6.28,8.39,4,9,9,9,3.96,6.33,6.09,6.47,7.27,8.33,6.67,5,8.6,7.44,6.35,5.76,4.07,9.52,9.57,10,8.29,9.83,8.84,3.39,7.35,6.32,7.63,6.97,10,6.68,0.77,10,5.82,7.54,10,8.92,10,9.64,10,6.45,7.38,10,4.24,10,8.01,6.39,10,9.35,6.02,9.64,7.89,8.22,8.62
2016,NAM,Namibia,6.52,106,3,4.29,8.64,4,6,6,6,5.99,5.78,7.13,5.87,7.04,10,8.33,4.82,4.48,5.51,4.76,6.44,7.66,8.24,8.66,0,6.14,4.53,8.48,5.56,6.19,5.89,5.27,5.58,10,6.15,0.77,5.75,4.22,6.5,10,6.45,10,8.82,10,4.55,6.31,10,8.27,10,8.19,4.88,5.78,7.77,4.25,8.31,6.61,6.27,7.76
2016,NER,Niger,5.86,140,4,5.75,9.84,6,7,3,5,6.82,6.68,,4.3,4.1,3.33,3.33,4.03,7.2,,,3.61,8.78,9.32,9.97,0,7.02,3.82,7.56,7.02,6.13,,4.37,4.37,10,,0.77,2.1,1.44,5.49,10,7.38,5,7.46,1.67,,,8,7.38,0,4.26,,5.11,9.65,,9.41,6.97,7.79,6.5
2016,NGA,Nigeria,6.85,82,3,9.94,9.87,10,9,5,7,5.61,8.49,4.38,3.04,4.63,3.33,3.33,4.48,5.25,3.26,3.44,3.6,8.96,9.02,6.86,10,8.71,,7.58,6.9,7.24,6.29,0,3.15,8.45,6.52,5.83,1.99,4.78,5.9,10,6.97,9,8.66,10,6.3,7.39,10,10,10,8.95,2.92,1.11,9.09,2.37,9.09,5.96,5.09,7.56
2016,NIC,Nicaragua,7.09,69,2,6.62,10,7,8,4,6,5.74,7.07,0.97,1.81,4.09,4.17,5.83,5.14,7.3,5.3,6.44,4.45,8.09,9.01,9.3,10,9.1,9.51,8.86,7.01,8.46,4.86,6.33,5.59,10,6.26,5.38,10,7.22,7.82,10,9.36,9,9.45,6.67,5.31,5.93,2,6.26,10,6.03,3.22,3.56,8.86,2.52,7.24,7.75,5.53,7
2016,NLD,Netherlands,7.76,21,1,1.22,3.72,8,3,3,3,6.65,4.52,9.08,7.25,8.68,10,10,5.14,7.95,8.55,6.79,8.16,8.29,9.79,9.94,10,9.5,9,8.96,6.84,8.27,7.01,9.96,8.48,10,7.43,8.46,7.74,7.88,8.66,5,9.35,10,8.12,6.67,5.4,5.07,10,7.53,10,7.45,5.55,9.11,9.84,8.09,8.29,8.67,8.26,7.94
2016,NOR,Norway,7.67,27,1,1.53,4.44,7,6,3,4.5,6.78,4.85,9.27,6.9,8.61,10,10,6.85,9.12,9.15,8.2,8.68,9.61,9.09,9.29,10,9.5,9.89,8.78,0,6.22,5.72,9.85,7.79,10,6.65,4.62,7.74,6.34,7.59,10,10,10,10,7.23,4,4.58,4,10,1,5.13,5.09,7.56,9.85,7.71,9.12,9.07,8.07,7.73
2016,NPL,Nepal,6.45,109,3,8.23,9.43,7,7,7,7,5.87,7.51,5.02,3.72,5.36,3.8,,3.37,8.31,5.29,5.26,4.61,8.1,9.4,8.24,0,6.44,5.01,7.58,5.35,5.98,5.61,6.22,5.92,10,3.92,0,10,4.64,6.64,8,10,10,9.33,3.33,3.47,5.52,10,2.6,10,5.82,3.81,4.89,9.21,2.92,8.98,6.2,6,7.05
2016,NZL,New Zealand,8.55,3,1,4.74,6.28,8,7,7,7,7.93,6.79,9.51,7.48,8.84,10,9.17,7.18,9.95,9.07,7.23,8.72,8.83,9.21,9.78,10,9.46,8.81,9.6,8.98,9.13,7.71,8.74,8.22,10,6.91,6.92,7.74,7.19,8.64,10,10,10,10,8.9,6.05,8.02,10,10,10,8.83,5.49,10,9.98,8.6,9.4,8.43,8.65,9.16
2016,OMN,Oman,6.73,88,3,0,8.13,0,10,10,10,3.59,4.34,6.09,5.58,7.41,8.33,8.33,5.04,8.05,8.76,8.8,5.94,9.43,6.12,9.78,10,8.83,9.63,8.9,5.56,8.03,6.08,7.57,6.82,10,5.25,5.38,7.3,5.98,7.71,10,0.94,10,6.98,8.9,3.44,6.73,2,,10,6.21,4.52,6.22,9.75,5.95,8.11,9.24,7.3,6.83
2016,PAK,Pakistan,5.93,137,4,8.13,9.22,6,8,8,8,6.1,7.49,4.38,3.96,4.33,2.5,5,3.75,5.56,3.78,3.56,3.46,8.19,8.94,9.25,0,6.59,7.93,7.58,5.89,7.13,4.9,3.13,4.01,10,4.94,0.77,0.77,2.16,5.83,8,6.26,10,8.09,1.1,4.65,5.13,6,2.6,10,4.91,4.15,4.89,9.36,3.7,6.63,6.51,5.87,6.29
2016,PAN,Panama,7.61,35,1,6.4,8.56,7,9,4,6.5,9.15,7.52,2.97,3.25,6.37,8.33,5,2.69,8.79,5.75,5.26,5.24,9.67,9.27,9.85,10,9.7,8.94,8.64,6.11,7.9,6.42,8.9,7.66,10,7.7,10,10,9.23,8.7,8,9.33,10,9.11,2.23,4,5.96,4,4.13,10,5.05,4.42,6.89,9.75,3.66,9.2,5.33,6.54,6.9
2016,PER,Peru,7.5,37,1,6.76,9.59,7,8,3,5.5,8.86,7.54,3.37,2.58,4.49,7.5,5,5.08,8.77,2.63,3.47,4.77,9.91,9.63,9.28,10,9.7,9.63,9.52,8.44,9.2,5.7,5.77,5.73,10,6.57,8.46,8.96,8,8.23,8,8.88,9,8.63,3.9,2.83,7.82,10,7.04,10,6.93,2.11,8.22,9.05,3.13,7.85,7.09,6.24,7.27
2016,PHL,Philippines,7.3,55,2,7.9,9.1,10,7,7,7,7.49,8.3,4.26,3.23,5.44,4.17,4.17,3.12,7.93,3.98,4.3,4.28,8.61,9.44,9.65,10,9.42,7.2,8.74,7.3,7.75,5.73,5.02,5.37,10,5.39,0.77,10,5.39,7.13,8,10,10,9.33,7.77,4.41,6.07,10,2.52,10,6.79,3.03,4.22,8.93,2.83,8.92,7.96,5.98,7.37
2016,PNG,Pap. New Guinea,6.25,120,3,4.52,7.66,8,5,5,5,6.49,6.33,4.27,4.1,4.12,7.5,5,1.01,6.93,3.07,3.04,4.12,9.21,7.56,8.67,0,6.36,6.61,9.06,6.09,7.25,5.05,4.14,4.6,10,6.03,7.69,7.08,6.93,7.2,10,5.23,9,8.08,7.77,5.46,7.7,10,7.01,10,7.99,3.78,3.78,8.57,3.2,7.38,7.77,5.74,7.27
2016,POL,Poland,7.27,57,2,4.89,5.31,8,7,1,4,7.65,5.97,3.7,2.92,5.11,10,7.5,4.12,9.28,5.14,6.42,5.56,9.08,9.63,9.88,10,9.65,9,8.96,6.84,8.27,5.94,9.96,7.95,10,6.26,2.31,7.74,5.44,7.91,5,8.49,10,7.83,5.57,4.07,7.46,8,7.76,10,7.14,2.99,8.89,8.65,4.69,8.42,7.09,6.79,7.25
2016,PRT,Portugal,7.48,39,1,5.42,4.53,10,4,1,2.5,6.83,5.86,6.53,3.02,6.15,10,8.33,5.3,7.58,7.85,8.05,6.98,7.93,9.6,9.88,10,9.35,9,8.96,6.84,8.27,7.55,9.96,8.76,10,7.09,4.62,7.74,6.48,8.38,5,7.21,10,7.4,2.23,3.5,6.45,6,7.04,10,5.87,3.29,8.67,9.82,5.56,9.07,7.28,7.28,6.85
2016,PRY,Paraguay,6.96,75,2,7.39,8.69,8,10,7,8.5,8.69,8.25,1.82,2.31,4.46,2.5,3.33,4.07,8.54,2.83,4.7,3.84,9.04,8.91,9.18,10,9.28,9.19,8.04,6.79,8,5.5,5.6,5.55,10,6.24,3.85,6.75,5.61,7.29,8,8.68,9,8.56,4.43,3.9,7.14,6,2.6,1,4.18,3.89,4.67,8.46,2.46,8.94,5.76,5.7,6.14
2016,QAT,Qatar,7.21,61,2,0,9.61,6,10,10,10,3.02,5.73,7.17,7.25,7.66,6.67,8.33,4.86,9.66,8.86,9.02,6.24,9.75,5.55,9.42,10,8.68,9.31,9.06,6.94,8.44,7.16,7.46,7.31,10,5.84,4.62,4.09,4.85,7.65,5,10,10,8.33,10,6.79,8.21,4,4.82,5,6.47,6.14,7.78,9.64,8.17,9.97,9.54,8.54,7.78
2016,ROU,Romania,7.65,29,1,6.04,6.92,8,10,4,7,6.49,6.89,4.8,3.02,5.64,8.33,5.83,5.04,9.24,5.65,6.82,6.04,8.2,9.47,9.69,10,9.34,9,8.96,6.84,8.27,6.06,9.96,8.01,10,6.26,8.46,7.74,7.49,8.44,8,9.37,10,9.12,3.9,4.99,7.33,8,10,10,7.37,2.6,6.44,9.61,3.52,6.67,8.17,6.17,7.55
2016,RUS,Russia,6.71,90,3,4.18,5.4,10,10,5,7.5,3.55,6.13,4.2,3.92,4.32,6.67,5,6.92,9.69,4.61,5.91,4.96,8.63,9.2,8.59,10,9.1,5.59,8.48,6.75,6.94,4.77,6.67,5.72,10,4.18,6.15,3.76,4.7,6.84,5,8.72,10,7.91,4.45,5.07,6.06,6,8.5,3,5.51,3.82,4.44,9.67,4.04,7.01,8.12,6.18,6.53
2016,RWA,Rwanda,7.33,48,2,6.96,9.29,0,8,5,6.5,3.7,5.29,7.61,7.01,7.45,6.1,,3.73,9.83,8.71,8.3,7.16,9.25,9.28,8.86,10,9.35,8.41,7.46,5.28,7.05,5.74,4.97,5.36,10,6.62,8.46,1.88,5.65,7.02,5,6.22,9,6.74,10,6.04,7.32,10,7.76,10,8.52,7.14,7.56,9.4,7.29,9.05,8.94,8.23,7.83
2016,SAU,Saudi Arabia,6.44,110,3,0.7,9.56,4,10,10,10,1.64,5.18,7,5.69,6.75,8.33,8.33,4.46,9.97,8.15,7.31,5.19,9.69,7.09,9.3,10,9.02,8.85,8.98,6.16,8,5.85,1.72,3.78,10,4.65,1.54,0.55,2.25,6.01,5,3.84,10,6.28,8.33,5.34,7.4,6,4.39,10,6.91,5.18,3.33,9.35,6.57,9.46,9.47,7.23,6.81
2016,SDN,Sudan,5.06,156,4,9.82,,10,10,7,8.5,3.48,7.95,,3.5,,0,4.17,3.8,8.94,,,2.99,7.27,3.41,6.45,5,5.53,,7.6,6.54,7.07,,0.92,0.92,0,,6.15,0.89,3.52,2.88,,6.74,,6.74,8.33,,,8,2.52,0,4.71,,2.44,8.54,,6.51,7.98,6.37,5.94
2016,SEN,Senegal,6.04,130,4,6.92,9.92,4,5,5,5,6.7,6.51,4.5,5.1,5.45,4.17,5,2.79,6.38,6.69,5.4,4.25,9.33,9.63,9.83,0,7.2,7.54,7.56,7.02,7.37,4.75,6.25,5.5,10,5.83,0.77,4.76,3.79,6.67,10,7.58,5,7.53,0,4.18,6.03,4,7.19,0,3.57,4.35,3.33,9.44,4,8.01,5.06,5.7,5.6
2016,SGP,Singapore,8.69,2,1,5.03,9.17,8,10,10,10,3.84,7.21,7.79,7.39,8.93,8.33,8.33,7.66,8.96,9.24,8.36,8.23,9.71,9.44,9.9,10,9.76,10,10,10,10,8.16,9.2,8.68,10,8.53,6.92,10,8.48,9.29,10,10,10,10,10,7.64,8.38,10,10,0,7.67,7.69,10,9.91,8.76,9.99,9.28,9.27,8.98
2016,SLE,Sierra Leone,5.69,145,4,8.57,10,4,7,4,5.5,5.5,6.71,3.21,3.3,4.28,4.17,5.83,4.18,5.39,4.04,4.54,3.99,7.82,7.14,7.82,5,6.94,8.99,7.62,7.14,7.92,4.53,3.42,3.97,10,5.24,0,1.77,2.34,6.06,2,0,9,3.67,3.33,4.08,5.52,8,0,10,5.15,3.72,2.22,9.27,2.74,7.91,6.16,5.34,4.72
2016,SLV,El Salvador,7.09,69,2,7.09,9.34,8,8,8,8,8.44,8.17,3.72,2.57,4.17,4.17,2.5,3.83,8.17,2.29,0.78,3.58,9.52,9.83,9.88,10,9.81,9.2,8.8,6.62,8.21,4.71,8.42,6.57,10,5.29,4.62,7.85,5.92,7.67,8,7.18,10,8.39,4.43,3.57,7.07,6,2.6,3,4.45,2.69,4.22,9.03,2.51,8.91,7.98,5.89,6.24
2016,SRB,Serbia,6.87,81,2,6.44,3.69,8,10,5,7.5,6.94,6.52,3.05,2.73,3.93,6.67,5.83,3.2,8.68,4.83,5.59,4.95,8.51,9.31,9.78,5,8.15,9.27,8.52,7.16,8.32,4.99,9.77,7.38,10,5.63,1.54,6.97,4.71,7.6,8,7.39,9,8.13,2.23,4.4,7.23,10,7.51,10,6.89,2.64,6,9.8,3.61,9.12,7.47,6.44,7.15
2016,SUR,Suriname,6.31,115,3,4.85,8.58,10,5,5,5,4.35,6.56,4.23,5.3,5.56,5,5,2.75,4.63,8.01,7.08,5.22,9.47,4.51,0,10,6,8.39,7.92,6.13,7.48,6.56,6.83,6.7,10,6.63,0,7.3,4.64,7.2,8,8.97,5,7.32,10,2.85,4.97,10,7.01,10,7.47,2.91,1.33,6.27,4.49,7.28,7.77,5.01,6.6
2016,SVK,Slovak Rep,7.41,44,2,4.05,4.8,8,9,2,5.5,8.24,6.12,2.98,2.01,5.23,10,6.67,3.14,9.69,4.25,6.33,5.59,8.26,9.72,9.9,10,9.47,9,8.96,6.84,8.27,5.75,9.96,7.86,10,7.88,5.38,7.74,7,8.28,10,8.77,10,9.59,,3.48,6.68,,7.76,10,6.98,2.29,8,9.53,3.02,6.25,7.85,6.16,7.58
2016,SVN,Slovenia,7.13,67,2,4.12,4.89,8,4,0,2,6.92,5.19,4.53,3.15,5.63,9.17,7.5,4.23,8.41,7.12,7.71,6.22,8.21,9.88,9.99,10,9.52,9,8.96,6.84,8.27,6.04,9.96,8,10,4.98,3.08,7.74,5.27,7.88,5,8.74,10,7.91,2.23,2.39,5.74,8,8.13,10,6.08,2.78,7.78,9.65,4.78,7.01,7.25,6.54,6.85
2016,SWE,Sweden,7.63,33,1,0.84,4.71,8,2,0,1,8.2,4.55,8.54,6.74,8.27,9.17,10,4.98,8.45,7.23,6.96,7.82,7.73,9.84,9.8,10,9.34,9,8.96,6.84,8.27,6.85,9.92,8.39,10,7.6,3.08,7.74,6.14,8.2,10,9.7,10,9.9,6.67,4.17,4.36,6,10,10,6.87,5.22,7.11,9.73,7.84,9.01,8.63,7.92,8.23
2016,SWZ,Swaziland (Eswatini),6.37,113,3,4.56,9.88,0,7,7,7,3.64,5.01,4.29,3.75,4.65,5.1,,1.59,7.27,7.43,7.13,4.36,7.98,9.51,8.43,5,7.73,0,8.48,5.56,4.68,5.94,9.81,7.87,10,6.13,0.77,9.62,5.51,7.02,8,8.33,10,8.78,8.9,5.83,5,10,6.89,10,7.77,4.73,3.56,8.87,5.01,9.02,8.63,6.64,7.73
2016,SYC,Seychelles,7.17,65,2,0.34,8.57,8,10,10,10,3.35,6.05,5.04,4.45,5.71,8.2,,4.06,7.08,5.85,5.57,5.67,7.73,8.48,9.8,10,9,9.25,9.44,5.89,8.19,6.05,5.32,5.68,9.03,5.97,8.46,10,8.14,7.76,5,10,9,8,8.9,4.36,5.35,8,7.53,10,7.36,5.04,6,8.84,3.48,8.46,9.05,6.81,7.39
2016,SYR,Syria,4.93,159,4,6.82,8.97,2,9,5,7,3.87,5.73,3.1,3.2,5.86,3.33,7.5,3.22,4.09,5.95,6.11,3.44,9.48,0,1,10,5.12,8.37,6.7,0.63,5.23,5.24,2.82,4.03,8.59,4.57,0.83,0,1.8,4.91,2,4.76,10,5.59,8.33,3.61,7.14,6,10,0,5.85,4.11,0.89,9.15,4.13,,6.23,4.9,5.44
2016,TCD,Chad,5.35,153,4,10,9.92,8,1,1,1,7.6,7.3,1.78,2.87,3.17,3.69,,2.22,4.93,2.9,3.25,2.66,9.21,7.91,9.78,0,6.73,,6.42,6.21,6.31,3.28,0.77,2.03,10,3.46,1.54,1.44,2.15,5.12,2,5.88,10,5.96,5,4.09,6.14,6,7.94,3,5.36,3.45,0.89,6.2,2.06,7.21,1.41,3.54,4.95
2016,TGO,Togo,6.04,130,4,7.43,9.95,4,7,,7,6.94,7.06,,4,7.99,4.17,5,3.9,2.01,,,4.35,9.36,8.93,9.83,0,7.03,7.53,7.56,7.02,7.37,,3.29,3.29,10,,0.77,1.66,1.21,5.47,10,7.54,5,7.51,1.67,,,8,7.01,0,4.17,,3.78,9.01,,8.24,7.58,7.15,6.28
2016,THA,Thailand,6.83,84,3,4.35,9.2,6,7,7,7,6.28,6.56,5.13,4.43,5.15,3.33,4.17,6.27,7.47,5.09,5.19,4.74,9.84,9.75,9.96,5,8.64,9.63,7.8,3.44,6.96,5.72,7.84,6.78,10,6.45,1.54,6.08,4.69,7.11,8,10,10,9.33,5.57,5.61,5.76,10,1.37,0,4.72,4.26,9.11,9.79,4.05,9.22,7.06,7.25,7.1
2016,TJK,Tajikistan,6.26,118,3,7.81,9.06,0,10,7,8.5,1.85,5.45,5.74,5.43,5.76,4,,5.67,8.3,6.37,6.46,5.12,8.21,8.32,8.8,5,7.58,9.19,8.48,7.84,8.5,5.21,3.47,4.34,10,4.52,2.31,1,2.61,6.36,8,8.53,8,8.18,5.57,5.8,7.36,8,7.76,0,5.75,5.8,2.67,9.45,4.96,7.95,7.49,6.39,6.77
2016,TLS,Timor-Leste,6.29,116,3,0,8.35,0,10,10,10,5.45,4.76,3.85,3.22,3,5.7,,0,,4.29,4.73,3.54,7.46,7.46,9.76,10,8.67,9.68,9.5,10,9.73,4.29,5.05,4.67,,5.34,8.46,,6.9,7.1,,10,9,9.5,2.23,4.16,5.75,8,10,10,6.69,5.3,4,8.83,3.51,7.54,6.91,6.01,7.4
2016,TTO,Trinidad & Tobago,6.71,90,3,6.96,7.89,0,9,5,7,5.64,5.5,5.81,3.23,5.45,8.33,3.33,2.96,6.24,3.16,2.88,4.54,9.72,7.1,9.39,10,9.05,8.9,7.86,5.81,7.52,6.71,6.18,6.44,10,6.04,6.15,10,7.4,7.84,8,0,10,6,10,4.28,6.07,10,5.14,10,7.58,3.89,6.67,9.66,2.94,6.79,7.65,6.27,6.62
2016,TUN,Tunisia,6.25,120,3,5.31,6.41,7,7,2,4.5,4.79,5.6,4.7,4.12,5.83,6.67,8.33,4.88,7.26,5.57,5.27,5.28,9.34,9.65,9.26,0,7.06,8.83,7.68,5.27,7.26,4.62,7.26,5.94,9.24,5.44,0.77,9.4,5.2,6.91,5,6.67,10,7.22,6.1,2.8,4.49,10,5.51,3,5.32,3.36,5.11,9.6,3.98,9.34,8.37,6.63,6.39
2016,TUR,Turkey,6.83,84,3,5.92,6.47,7,7,7,7,6.29,6.54,3.44,3.18,5.59,3.33,5,4.58,8.88,5.58,5.76,4.78,7.97,9.64,8.45,10,9.01,9.46,7.82,0.54,5.94,6.03,8.77,7.4,10,5.84,2.31,8.41,5.52,7.22,5,9.6,10,8.2,5.57,4.2,6.88,8,2.52,1,4.69,4.08,7.11,9.63,4.35,9.23,7.58,7,6.63
2016,TWN,Taiwan,7.85,17,1,5.56,9.27,8,6,6,6,8.07,7.38,5.75,4.52,7.65,6.67,8.33,5.51,7.89,7.61,7.02,6.77,9.37,9.66,9.72,10,9.69,9.53,8.72,4.88,7.71,6.43,8.76,7.6,10,6.02,,5.2,5.61,7.73,5,9.24,10,8.08,6.67,6.25,8.27,10,6.26,5,7.08,5.03,9.56,9.66,6.51,9.4,7.52,7.95,7.7
2016,TZA,Tanzania,6.74,87,3,6.78,9.89,7,8,4,6,3.75,6.68,4.74,4.72,5.14,6.67,8.33,5.71,7.02,5.63,5.12,5.66,9.92,9,8.97,5,8.22,8.11,7.42,5.1,6.88,4.82,0.8,2.81,10,4.98,0,10,4.99,6.17,8,8.27,10,8.76,5.57,4.28,5.96,10,8.27,5,6.51,4.24,1.78,8.65,3.89,7.91,7.68,5.69,6.99
2016,UGA,Uganda,7.31,53,2,9.15,10,10,5,3,4,6.67,7.96,4.03,4.15,5.07,3.33,5.83,4.87,8.19,4.73,4.08,4.73,9.35,6.33,8.91,10,8.65,7.75,7.44,5.19,6.79,6.07,3.16,4.62,10,6.75,8.46,10,8.4,7.45,8,8.51,9,8.5,10,5.35,8.33,8,10,10,8.61,4.31,3.56,8.88,2.98,8.92,7.81,6.08,7.73
2016,UKR,Ukraine,5.92,138,4,5.34,5.5,10,10,7,8.5,6.33,7.13,2.25,2.71,3.8,8.33,6.67,4.8,9.09,4.49,5.21,4.52,7.61,4.69,7.22,0,4.88,9.44,9.1,7.95,8.83,4.6,3.78,4.19,10,3.78,0,5.86,3.22,6.56,5,9.35,10,8.12,5.57,4.98,4.74,6,9.25,0,5.09,3.81,5.78,9.78,2.94,9.67,6.33,6.39,6.53
2016,URY,Uruguay,7.06,71,2,6.46,5.9,6,9,7,8,5.45,6.36,7.65,4.36,6.47,5.83,4.17,3.59,6.45,5.3,4.44,5.36,8.23,9.58,8.07,10,8.97,8.44,7.92,6.84,7.73,5.73,5.69,5.71,10,6.97,8.46,7.74,7.73,7.79,5,8.1,9,7.37,8.9,3.08,2.7,8,4.61,10,6.21,3.11,7.56,9.56,6.28,6.82,7.87,6.87,6.82
2016,USA,United States,8.17,5,1,6.71,5.98,8,5,5,5,10,7.14,7.52,7.29,7.86,6.67,8.33,5.45,8.89,8.22,6.34,7.4,9.74,9.9,9.75,10,9.85,9.49,9.3,6.37,8.39,6.94,9.8,8.37,10,7.17,3.85,0.55,3.86,7.65,10,8,10,9.33,9.45,7.4,7.98,10,10,10,9.14,6.13,8,9.81,6.49,9.6,8.04,8.01,8.83
2016,VEN,Venezuela,2.65,162,4,8.89,5.77,0,7,5,6,3.18,4.77,0.22,0.64,1.15,0.83,1.67,2.38,8.13,1.4,1.61,2,2.77,0,0,0,0.69,8.45,7.46,6.49,7.47,3.93,0,1.96,0,3.12,0.77,7.19,3.69,3.28,5,0,5,3.33,0,0.79,5.74,4,,0,2.11,1.08,0,3.33,1.52,5,1.12,2.01,2.48
2016,VNM,Vietnam,6.26,118,3,9.21,,6,7,5,6,5.95,6.79,4.34,4.12,4.99,5,6.67,5.69,8.72,5.55,6.09,5.06,8.25,8.27,9.35,0,6.47,9.12,8.08,5.47,7.56,4.87,5.75,5.31,10,5.18,0.77,0.77,2.24,6.28,,7.91,10,8.95,7.77,5.04,6.2,10,2.52,0,5.25,3.86,6,9.23,3.66,8.21,4.42,5.9,6.7
2016,YEM,"Yemen, Rep.",6.16,126,4,8.51,9.02,4,10,8,9,2.96,6.7,2.51,2.8,3.25,4.17,3.33,3.78,9.05,2.41,3.21,3.13,9.91,7.27,9,10,9.04,8.92,8.5,7.87,8.43,3.86,5.76,4.81,10,2.56,6.92,1,3.49,6.68,,0,10,5,8.9,3.39,6.33,8,2.52,10,6.52,3.53,0,7.93,2.11,,7.22,4.16,5.23
2016,ZAF,South Africa,6.58,99,3,4.19,8.17,4,4,4,4,8.16,5.7,6.52,5.45,5.86,8.33,3.33,3.93,7.07,3.6,2.59,5.19,8.89,9.7,8.73,5,8.08,8.86,8.46,5.07,7.46,5.64,3.66,4.65,10,6,0.77,8.3,5.02,6.78,10,7.5,10,9.17,5.57,3.19,4.06,8,8.27,10,6.52,3.64,3.78,8.56,2.83,8.49,7.65,5.82,7.17
2016,ZMB,Zambia,6.66,94,3,4.76,10,4,7,4,5.5,6.69,6.19,4.01,3.81,5.6,8.33,6.67,3.51,5.9,4.51,5.68,5.33,8.07,8.56,6.43,10,8.26,9.21,7.22,1.27,5.9,5.27,2.43,3.85,10,6.89,9.23,10,8.71,7.12,5,7.55,10,7.52,3.33,4.87,7.06,8,0,10,5.55,4.55,4,9.37,3.14,7.83,8.16,6.17,6.41
2016,ZWE,Zimbabwe,6.02,132,4,6.51,9.33,6,4,4,4,3.79,5.93,3.31,3.35,2.57,3.33,5,2.37,6.82,4.1,5.72,3.75,9.37,9.14,9.69,5,8.3,6.19,6.52,1.72,4.81,4.99,1.64,3.32,10,3.51,0,8.85,4.12,5.56,8,9.31,10,9.1,6.67,2.94,2.88,8,6.26,10,6.12,1.82,0.89,6.89,2.61,7,7.29,4.42,6.55
2015,AGO,Angola,5.61,142,4,4.78,8.89,10,10,9,9.5,3.32,7.3,1.84,1.97,2.51,3.33,4.17,2.3,5.42,3.02,4.29,2.96,9.05,5.55,7.94,5,6.89,8.99,7.72,4.25,6.99,3.13,0,1.57,10,2.95,3.08,0.11,2.04,5.15,5,9.19,9,7.73,8.9,2.66,5.17,4,6.63,0,4.56,2.76,1.56,8.56,2.17,7.61,6.78,4.9,5.73
